id,x,y,value
1,0.0807555959908252,-0.0807555959908252,0.2
2,0.0544406984544473,0.106845886713736,0.1
3,0.108176699543467,0.297213039306804,0.49
4,-0.270080656508208,-0.182171703049181,0.58
5,0.042438589996496,0.183821728708459,0.95
6,-0.150037634319493,0.105057482565661,0.88
7,0.218818366073108,-0.00764130572219983,0.34
8,-0.0727047644641267,0.199754698651955,0.4
9,0.646222892093082,-0.373096960706439,0.96
10,0.477778964557535,0.61152918772329,0.89
11,-0.497612318140672,-0.124068685472179,0.41
12,0.525256943685965,-0.0926169709763024,0.48
13,-0.482677146976527,0.517607869461613,0.21
14,-0.64104782815399,-0.208289065594559,0.11
15,-0.428147923484885,0.475506442020445,0.19
16,0.22828063128709,-0.56501438938825,0.24
17,0.0295585996303948,-0.11031419562122,0.2
18,0.100569971218188,0.0653109029567462,0.1
19,-0.316094836314947,-0.0110382749164862,0.49
20,0.270080656508208,-0.182171703049181,0.58
21,0.158221069374308,0.102749963855505,0.95
22,-0.0349489822710811,0.179796927096766,0.88
23,-0.131768449823749,-0.174862638991555,0.34
24,0.205331209464156,-0.0550183317568264,0.4
25,0.469595050422565,-0.579901592489759,0.96
26,0.665197550594513,0.399691012025836,0.89
27,0.0536070081622764,-0.510036612956381,0.41
28,0.164817266634979,0.5072553881647,0.48
29,-0.694736286840489,-0.135043054205245,0.21
30,-0.16306444790599,-0.654015778598893,0.11
31,0.564960225755668,0.300394680547887,0.19
32,-0.603457130357522,-0.084810368807556,0.24
33,-0.0835247315196811,0.0778880722077004,0.2
34,-0.0506786669808454,-0.108680752062622,0.1
35,0.215707563210302,0.231318041302399,0.49
36,-0.319790710250646,-0.0621610171178912,0.58
37,0.187939098451048,0.0164425405477492,0.95
38,0.053551424579099,0.175158817308102,0.88
39,0.214167124596605,-0.0455226276270094,0.34
40,-0.0369131763238796,0.209345025789962,0.4
41,0.384318280794073,-0.639613029417801,0.96
42,0.714350131328354,0.30322364070491,0.89
43,0.512767928272682,-0.00895039748110726,0.41
44,-0.483388211355562,0.225407624816946,0.48
45,-0.686716567528838,-0.17121767030129,0.21
46,-0.128612432576424,-0.661653606514751,0.11
47,-0.122090477369214,-0.628101055661523,0.19
48,0.31385784164994,0.522347166232813,0.24
