id,x,y,value
1,0.123683932164084,-0.197935667329754,0.53
2,0.404449349810066,-0.147207524599183,0.62
3,-0.104483048079261,-0.214221994856823,0.74
4,0.0597853186018536,0.223121846568811,0.5
5,-0.208476474974611,-0.468245829286899,0.36
6,0.446856662193734,-0.446856662193734,0.47
7,-0.345803479748965,0.475957657562495,0.56
8,0.341985240738453,0.701173652849472,0.52
9,-0.137189938502779,-0.188825751025777,0.46
10,-0.390080316782956,-0.18189743901142,0.59
11,0.159483136213653,-0.177123966983092,0.73
12,-0.228148829227101,-0.0361352246278327,0.54
13,0.439348704760236,0.263987334711192,0.31
14,0.0110290613741908,-0.631854502950683,0.5
15,-0.568269636925069,-0.1522673902972,0.53
16,0.707035326122851,0.329695987157203,0.55
17,0.153125137948537,0.176150321047356,0.49
18,0.195400238735556,-0.383494561320617,0.56
19,0.229110772296791,0.0656964567837417,0.75
20,0.0201323432210562,-0.230113735993814,0.53
21,-0.0890049140692256,0.504771951017433,0.29
22,0.257037527502917,-0.577315739044968,0.49
23,0.294158009579405,-0.509496618044862,0.53
24,0.401795194158461,0.668699497744969,0.57
