id,x,y,value
1,-0.162953103929969,-0.0658373275689495,0.73
2,-0.208844260719964,0.0598851281036591,0.69
3,-0.171079849405312,-0.0948311090465409,0.83
4,0.00766577253547051,0.439171814427246,0.88
5,-0.0973482261646611,-0.457987395918584,0.94
6,-0.588067406985074,-0.146621672120756,0.89
7,-0.0260104071164659,-0.496308133492747,0.24
8,-0.10821481200609,0.613716695943484,0.27
9,-0.779831492806195,-0.123513174535557,0.39
10,-0.336256356063594,0.480223844666588,0.35
11,-0.450915403178884,-0.598384950777417,0.33
12,-0.194847023800062,0.843975182766036,0.37
13,0.169762028086077,0.0454875983311338,0.73
14,0.199989406028251,-0.0848904663677098,0.69
15,0.193701228875004,0.027222932388972,0.83
16,-0.164541717827476,-0.407255042633321,0.88
17,-0.336808638788809,-0.325252321736404,0.94
18,-0.569519774130585,0.207288245609543,0.89
19,-0.49668648755669,-0.0173446743416333,0.24
20,0.601949776312594,0.161291956447055,0.27
21,-0.697133206000917,-0.370672300755092,0.39
22,-0.474282221655887,0.344586204309867,0.35
23,0.740034510906548,-0.117209951830776,0.33
24,-0.65371071928835,-0.568262058645669,0.37
25,0.170530040560869,-0.0425179144378081,0.73
26,0.133758960969147,-0.1712036628233,0.69
27,0.0305993387782398,-0.193196621559166,0.83
28,-0.410064664653158,0.157409076799205,0.88
29,-0.454310998273367,0.11327245386919,0.94
30,-0.126009097628762,0.592826194772482,0.89
31,0.017344674341633,0.49668648755669,0.24
32,0.118909163581023,-0.611734615036424,0.27
33,0.721291817164188,-0.321139807479816,0.39
34,0.0204596577646959,-0.585887941831607,0.35
35,0.699493662037651,-0.268510459591472,0.33
36,-0.757573897086472,-0.41993006829938,0.37
