id,x,y,value
1,-0.334416658377038,0.0650040134361313,0.1
2,-0.236183779936659,-0.291662678263481,0.06
3,-0.00384717061114777,0.110168552043417,0.78
4,-0.018502368475126,-0.0569444348546457,0.82
5,0.345043091064908,-0.132449633197268,0.04
6,0.590270993593996,0.0103032185184266,0.01
7,-0.0132716478912432,0.253238127484209,0.6
8,-0.384338383773983,-0.863238143579279,0.65
9,-0.702733642214706,0.473999826745517,0.16
10,-0.6759368437121,-0.374677910680033,0.11
11,-0.950478520515697,-0.0998993180352538,0.96
12,0.540674689591837,-0.0759868721776931,0.99
13,-0.329067585448434,-0.0881733937761673,0.1
14,-0.0844240724935661,-0.365680833214698,0.06
15,-0.00768965403751704,-0.109967176020109,0.78
16,0.0243533248316856,0.0546984631388006,0.82
17,0.114209955462299,-0.351502099707835,0.04
18,0.379476677175553,-0.452242693329679,0.01
19,0.0867314030312146,0.23829257138588,0.6
20,-0.691079361627736,-0.644441930436248,0.65
21,0.344770287949601,0.774366745284349,0.16
22,-0.486360912448655,0.600605707832637,0.11
23,-0.675791865778812,-0.675791865778812,0.96
24,0.468003239591817,0.281204716248043,0.99
25,0.190503508175119,0.282433065585179,0.1
26,-0.176192556046958,0.331370003154532,0.06
27,0.043072521280137,0.101472501159805,0.78
28,-0.040834598701705,-0.043789745934123,0.82
29,-0.363976259098484,-0.0641788348163976,0.04
30,-0.500654444430611,-0.31284361822188,0.01
31,0.229826656358531,-0.10716992990814,0.6
32,-0.581758099268357,0.744616411119084,0.65
33,0.609748333026749,0.588827120661258,0.16
34,-0.225955127317427,0.739065919846123,0.11
35,0.627004813217262,0.721286528300649,0.96
36,-0.447247357816251,-0.313165971387314,0.99
