id,x,y,value
1,0.152943170323725,-0.0214947608193263,0.47
2,0.152388582186859,-0.0554649079580454,0.37
3,-0.0571212239690619,0.00600368256270765,0.48
4,0.0522279628502874,0.0301538284108392,0.53
5,-0.294855329572269,0.554542221774982,0.57
6,-0.224071080920458,0.554595386617005,0.47
7,0.133754359063598,0.0772231152106542,0.47
8,0.154231448552379,0.0501128354132,0.37
9,-0.052470272333822,0.0233612703689685,0.48
10,0.0589897898260025,0.0125386668990523,0.53
11,-0.590181385543946,0.214808457155981,0.57
12,-0.537614011656027,0.262211873554271,0.47
13,-0.154352145950733,0.00539009570930221,0.47
14,-0.157351443183095,0.0392321210733333,0.37
15,0.00799352724905564,0.0568769017629837,0.48
16,0.0283127298960286,-0.0532485004216632,0.53
17,0.597318570032224,0.194080568329144,0.57
18,0.585079371394926,0.124362459487764,0.47

