0, 0.6291108, -0.08763349, 0.1009364
1, -0.2662452, -0.132254, 0.3271033
2, 0.7037394, 0.8098779, 0.3992881
3, -0.3878027, 0.6033986, 0.3266825
4, 0.630136, 0.9118588, 0.6988667
5, -0.2694222, -0.5469394, 0.1769229
6, 0.7438505, -0.3416165, 0.6146043
7, -0.977169, -0.7553248, 0.5201152
8, -0.7827997, 0.6816781, 0.4671302
9, 0.5016131, 0.8934243, 0.6493598
10, 0.5125055, 0.282381, 0.3537535
11, 0.8072205, 0.1557316, 0.2934974
12, -0.7801082, -0.9148109, 0.3513036
13, -0.6437976, 0.9518089, 0.983887
14, 0.5662372, 0.4944193, 0.2274019
15, -0.5624285, -0.3368379, 0.9621937
16, 0.6324053, 0.423196, 0.6734465
17, 0.6636724, -0.7713463, 0.02689981
18, 0.7871168, -0.9306953, 0.3187184
19, -0.9205236, 0.6008487, 0.8168465
20, -0.09035718, 0.5272191, 0.5073317
21, -0.1242324, 0.6958473, 0.02795804
22, 0.1927625, -0.08515513, 0.5950064
23, -0.3264369, 0.553014, 0.1732914
24, 0.3103728, -0.5947392, 0.1597918
25, -0.1094478, -0.4349369, 0.06609166
26, 0.2710507, 0.4853692, 0.4077914
27, -0.1107064, -0.4530364, 0.5117208
28, -0.8895764, 0.1243793, 0.1630346
29, -0.920758, -0.8445995, 0.5957587
30, 0.5778227, 0.5559826, 0.119366
31, -0.1037697, 0.9114568, 0.7830979
32, -0.6276906, 0.8009882, 0.5564806
33, -0.931252, -0.625181, 0.5294634
34, -0.352888, -0.04143465, 0.8048228
35, -0.1390256, 0.4110737, 0.4645062
36, -0.541944, -0.475334, 0.2915787
37, -0.9503469, 0.776793, 0.2871042
38, 0.1145207, 0.8229544, 0.1530082
39, -0.6678333, 0.6032085, 0.2286433
40, 0.7156737, 0.2228566, 0.6273198
41, 0.1380266, -0.424559, 0.2974566
42, -0.5011115, -0.6684155, 0.916467
43, 0.7349696, 0.9430735, 0.8892058
44, 0.1307279, -0.4062093, 0.4095023
45, 0.1826774, -0.522814, 0.878608
46, 0.9127257, -0.375142, 0.2742189
47, -0.6959004, 0.7876344, 0.1145211
48, -0.06840789, -0.2166451, 0.8729178
49, -0.5115817, -0.6692734, 0.2013429
50, -0.962471, -0.5880122, 0.6809746
51, -0.420065, -0.4945215, 0.3592679
52, -0.3331887, -0.1671349, 0.1752304
53, -0.5130618, -0.4750615, 0.3538867
54, 0.3244431, -0.8544238, 0.8131884
55, -0.7145958, -0.4817823, 0.461729
56, 0.7838917, -0.2212232, 0.6512218
57, 0.9653609, 0.3124211, 0.3866754
58, 0.3666644, -0.3156279, 0.4429217
59, -0.1771387, 0.2158588, 0.3933434
60, -0.5779011, 0.3182156, 0.9362203
61, -0.3606273, 0.455359, 0.6947094
62, 0.3265702, -0.2468063, 0.02494133
63, 0.540848, 0.7759504, 0.2620713
64, -0.1162223, 0.8298411, 0.7679271
65, 0.8026304, -0.9764793, 0.07766378
66, -0.1102751, 0.3342852, 0.1292024
67, -0.7748389, -0.3087088, 0.6115225
68, 0.5423846, -0.2068011, 0.9590263
69, -0.7333109, 0.02483976, 0.9514705
70, 0.1422211, 0.420635, 0.255881
71, 0.2107409, 0.153787, 0.537155
72, -0.155816, 0.9683721, 0.63232
73, -0.4360355, 0.2567765, 0.2996536
74, 0.9441063, -0.7651184, 0.1751215
75, -0.2854003, 0.2533157, 0.1141512
76, -0.4664239, -0.5420525, 0.01260412
77, 0.810683, 0.8318391, 0.1056581
78, 0.5225613, -0.785517, 0.3928028
79, 0.9181328, -0.9854655, 0.2744904
80, -0.8973942, 0.8250644, 0.7487946
81, 0.2947354, 0.6028953, 0.5708973
82, 0.542536, -0.2133659, 0.05615413
83, 0.5503604, -0.6112745, 0.6827407
84, -0.08374751, 0.7493255, 0.1135808
85, 0.1224977, 0.3796019, 0.9912891
86, -0.4104062, -0.16352, 0.2460561
87, -0.888808, 0.23303, 0.7578349
88, -0.325704, 0.2577917, 0.4976094
89, -0.6402185, -0.001613259, 0.7842454
90, -0.2464279, 0.9580882, 0.9386431
91, -0.2327861, -0.2893625, 0.3036202
92, -0.1872014, 0.5181026, 0.4658197
93, 0.9253087, -0.2327858, 0.6299362
94, -0.3332387, -0.4040097, 0.9531475
95, 0.305947, -0.9635057, 0.5810542
96, -0.4645401, 0.9238541, 0.8572977
97, 0.626811, -0.8423491, 0.8876971
98, 0.2392334, 0.4297089, 0.0006741285
99, 0.1517407, -0.1090778, 0.1565989
