id,x,y,value
1,0.103105867076169,-0.0845464072704521,0.64
2,-0.443009809279382,0.0466742649876357,0.83
3,0.0287242700952628,0.007094183219007,0.16
4,-0.248836712645989,0.109988862846925,0.76
5,0.571584799163096,0.548707383425539,0.76
6,0.856639099416059,-0.337911638585952,0.98
7,-0.151526297288319,-0.478280196268025,0.83
8,0.818519348823835,-0.508940460733053,0.78
9,0.132890062046601,-0.0109154119079619,0.64
10,0.307631113156511,-0.322178950814569,0.8
11,-0.027125688787549,-0.0118155886798536,0.12
12,0.260830524247103,-0.0773608242704486,0.67
13,-0.667307701738131,0.427187788286359,0.78
14,0.526312530246198,0.755651998373619,0.94
15,0.45926086665904,0.201969357249252,0.82
16,0.956312681751963,-0.120251285608663,0.87
17,0.131568279865609,0.0216495390499355,0.64
18,0.328716363164109,0.300635544668378,0.79
19,-0.0133248935780621,0.0264170085207195,0.16
20,-0.228133853169732,-0.148230241680816,0.69
21,-0.791954707275755,0.0244277891711861,0.75
22,0.91899889195864,-0.0587865521951417,0.95
23,0.41798073276832,0.277496435916836,0.8
24,0.769501003407648,0.580398589526878,0.81
25,-0.363548224054718,-0.182512198691664,0.89
26,0.162677305488307,-0.2514985985143,0.63
27,-0.183594159038399,0.160912892158421,0.82
28,0.0759451192696164,0.161021691527704,0.7
29,-0.193196559885216,0.285394667997762,0.79
30,-0.141025412011587,-0.208737216374943,0.72
31,0.0545934221774389,0.0176697851734791,0.83
32,-0.00691489005815655,-0.0382385137731672,0.39
33,-0.0513455359127406,0.134966403817407,0.54
34,-0.145822068075967,-0.341829532316146,0.21
35,-0.359500296634961,-0.132039725138739,0.81
36,0.0462815617327735,-0.444684334920517,0.78
37,0.0459651314381378,0.297693364979831,0.52
38,-0.0073620163085268,0.0508177947041527,0.43
39,-0.447363774086583,-0.126053906494695,0.93
40,-0.205402180361967,-0.405726176402989,0.41
41,-0.0363341530674159,-0.100486465878485,0.47
42,-0.192016681974402,0.103150791285264,0.83
43,-0.405549625478039,-0.173861355522526,0.91
44,-0.225332524913983,0.152073816466498,0.96
45,0.0639803292108897,-0.21186520313118,0.23
46,0.30267143592557,-0.26581799487029,0.52
47,0.0183892096943113,0.0895476479957762,0.03
48,-0.107713948256909,0.0868744136342033,0.08
49,0.327365208806126,-0.083140226398886,0.5
50,0.408982196016266,-0.124711630729208,0.87
51,0.0677981018172809,-0.203424575494409,0.45
52,-0.479499279703954,0.0121773529052712,0.99
53,0.326295590369428,-0.363981425895324,0.82
54,0.189789794026376,-0.0775654681900584,0.32
55,0.453743588639329,-0.0272000610981502,0.44
56,0.010013073973863,-0.134581559820374,0.83
57,0.400127619156998,0.032754062452287,0.85
58,0.124486686832626,0.381150177039831,0.6
59,-0.294652389126436,-0.317999436026118,0.07
60,-0.2247962855831,-0.134053278816785,0.13
61,0.0715381325561147,-0.0272254082308887,0.54
62,0.326898634547651,-0.189542177694957,0.44
63,-0.129045651652174,0.235227341523887,0.4
64,-0.167622241346514,-0.271488287970518,0.29
65,-0.0429880087309538,0.0190906579039017,0.8
66,-0.0713650305567125,-0.0491361840644504,0.36
67,-0.20420597878052,0.311409023769221,0.41
68,-0.0899290412567997,-0.373700179950063,0.42
69,0.0496850579841735,0.194209849355102,0.85
70,0.368857339408595,0.31782819162532,0.62
71,0.407492821580964,-0.112954635844613,0.6
72,-0.0824904435517873,-0.159179306452286,0.95
73,-0.0426870594716859,-0.122917005317015,0.08
74,0.229902657218258,-0.216231291568436,0.67
75,0.0415873663087356,0.060861433552244,0.1
76,-0.225230177518355,-0.121542945480361,0.66
77,-0.129303236604251,0.225098645553397,0.41
78,0.276672308520902,0.200214843094631,0.42
79,0.24759734973976,0.0678635286511121,0.42
80,0.0996099552516905,-0.402040366367333,0.92
81,-0.0283160637891122,0.149397578891141,0.3
82,-0.146210012065751,-0.278061827795728,0.24
83,-0.0601000906257982,0.00900305002495332,0.89
84,0.280266696961442,0.377946815071017,0.1
85,0.295370839574736,-0.117892557320553,0.32
86,-0.396882805684144,0.101091723531492,0.4
87,-0.0748784803515502,0.329635228635054,0.59
88,0.0631982205443337,-0.0930071912415966,0.92
89,0.0561356313340471,-0.107647512440149,0.52
90,0.29770040198511,0.27209407394751,0.75
91,-0.0515606405750769,0.166067593038421,0.23
92,0.375557062898812,-0.170270630095734,0.04
93,-0.00824667091735175,-0.0908234758635681,0.97
94,0.440431037838072,0.0183666287501615,0.74
95,-0.0514989423404646,-0.337675170220099,0.33
96,0.359772541262269,0.265674922338853,0.41
97,0.215767260714148,0.0259955130516888,0.37
98,-0.0684915352569305,-0.00945128829784668,0.64
99,-0.00866190508569087,-0.210137899071806,0.36
100,-0.249267015500585,-0.0355056553240758,0.65
