id,x,y,value
1,0.096274250906589,0.314898885670416,0.73
2,0.213443943779039,0.263581319252363,0.64
3,-0.279966265534362,0.371527782905779,0.22
4,0.336083577861222,-0.348024732842488,0.32
5,0.417011371617389,0.0962746610440965,0.16
6,0.305818732555447,-0.275360423614964,0.11
7,0.354642719390927,-0.204753069506492,0.41
8,-0.31028388577904,-0.242420340095816,0.49
9,-0.235087571927715,-0.877358762662236,0.8
10,-0.808803873418911,0.505396752205028,0.75
11,-0.646903547777923,0.505416443615093,0.26
12,0.732276749673863,-0.422780178545508,0.32
13,-0.809819170892423,-0.310860454587801,0.96
14,-0.834070914089142,-1.532112811398e-16,0.9
15,-0.125446110276351,-0.792035568767404,0.61
16,-0.0805983191078629,0.76684178238994,0.66
17,0.269736257540078,0.188871360858038,0.73
18,0.330472986869305,0.0762957006943783,0.64
19,0.128227375823343,-0.447182002542142,0.22
20,-0.189040140058572,0.445350661192639,0.32
21,0.174075345237004,-0.390979626832383,0.16
22,-0.21194831193988,-0.352741226880369,0.11
23,-0.126544356255882,0.389463481971168,0.41
24,0.392796733307746,-0.0274670233020355,0.49
25,0.454154314329138,-0.786618346894673,0.8
26,-0.92928017421829,-0.214541232870625,0.75
27,-0.320763837409677,0.755672245232291,0.26
28,0.435495778536416,-0.724786688868421,0.32
29,-0.751219664165261,-0.433716875326354,0.96
30,-0.823802117075375,-0.130477437251151,0.9
31,-0.536581448423069,-0.595934071843835,0.61
32,0.350056530308423,0.687024623903992,0.66
33,-0.303110437126789,-0.128662747090607,0.73
34,-0.339114127347039,-0.0059192591109184,0.64
35,-0.311281689240421,-0.345713339707583,0.22
36,0.277502768416043,0.39631502557879,0.32
37,-0.396816594544718,0.160324311042662,0.16
38,-0.0925717894654776,0.400972472709028,0.11
39,0.0499062442818895,0.406453742350834,0.41
40,0.344386672476271,-0.190896649753297,0.49
41,0.873122292819463,0.250363788669132,0.8
42,-0.0166447799257273,-0.953578803297372,0.75
43,-0.761155253550018,-0.307526684366416,0.26
44,0.732276749673862,0.422780178545508,0.32
45,-0.224508375033632,0.837876662350243,0.96
46,0.0871841509059846,0.829501786351482,0.9
47,-0.687369651575859,0.413013354346629,0.61
48,0.741195981395215,-0.212534527608049,0.66
