id,x,y,value
1,0.0958420487306202,-0.415137521818648,0.23
2,0.291895294323258,-0.175388387238305,0.2
3,0.228205542830957,0.262520446825454,0.47
4,-0.348516527320025,0.0614528669893393,0.51
5,0.225441830585984,0.124964447269893,0.63
6,0.0532467670464048,0.608613332293356,0.58
7,-0.2416492967356,0.332601723121453,0.8
8,-0.256342101266504,-0.603904145728925,0.84
9,-0.12666959813283,0.799760367074434,0.99
10,-0.624629832732833,0.405639356314393,0.94
11,-0.692046727748352,-0.308119054767473,0.9
12,0.488641075054714,-0.488641075054714,0.95
13,0.420811871036098,0.0666500526759733,0.23
14,0.195322736376476,0.27894977662748,0.2
15,0.324739419154055,-0.124655783771533,0.47
16,-0.0614528669893393,0.348516527320025,0.51
17,0.0965585333601486,0.238990756504863,0.63
18,-0.341632270306246,0.506490669540434,0.58
19,0.0143478231236556,-0.410867897027478,0.8
20,0.550216146045819,0.357314543142026,0.84
21,0.582470642939289,-0.562485361541131,0.99
22,0.74297142366707,0.0519536230221695,0.94
23,0.271477861049951,-0.70722400712769,0.9
24,0.513544907366432,0.462397911521295,0.95
25,0.219435754224997,-0.365202423450773,0.23
26,0.331806914014677,-0.0766036620415236,0.2
27,0.0663715739632998,-0.341452147379164,0.47
28,0.262993719412785,0.236800608584203,0.51
29,0.231673004236542,-0.112994474057118,0.63
30,0.529087946219329,0.305469068174716,0.58
31,-0.127042553515614,-0.39099677547571,0.8
32,0.6392428235343,0.147580834359361,0.84
33,-0.487307366144442,0.646678716779463,0.99
34,-0.74195154977571,0.0649123494908647,0.94
35,0.755694126577102,0.0528432810759725,0.9
36,-0.292047321916786,0.62629750296683,0.95
