0.7083607, 0.8352637, 0.4848885
-0.09476864, 0.1997198, 0.4436343
0.3585572, 0.322715, 0.05673647
-0.2504824, -0.7093904, 0.6300745
-0.4408842, -0.06240499, 0.004660368
-0.07172573, 0.8081336, 0.7689176
-0.9062371, 0.4496579, 0.268611
0.9716825, -0.5934474, 0.8525867
0.6348717, -0.05079901, 0.8214051
0.1735345, 0.6274157, 0.7964396
-0.5812876, 0.286957, 0.02849972
0.2016307, 0.5194745, 0.1860684
0.902622, -0.6484783, 0.3192909
0.7453296, 0.3883578, 0.4720636
-0.08873069, 0.8634467, 0.1393676
-0.8066938, -0.8464525, 0.1585445
-0.736973, 0.7487977, 0.9060656
-0.4157661, -0.954428, 0.7568513
0.4298837, 0.8557189, 0.3228326
-0.08861768, 0.3003587, 0.8506607
0.1988102, -0.4257654, 0.3545918
0.374371, 0.1739186, 0.5498037
-0.9121933, 0.4078741, 0.5250327
0.5531108, 0.5092354, 0.5340039
-0.5125058, 0.700448, 0.9679749
-0.2597851, -0.8726931, 0.7165115
0.9740179, -0.4653417, 0.1350571
0.6351786, 0.8565183, 0.6661874
-0.09807551, -0.7685938, 0.4487918
-0.3380262, 0.6095634, 0.9751146
0.2362646, 0.5571923, 0.2765804
0.3385303, 0.6118939, 0.5932493
0.5303469, 0.5169775, 0.6614283
-0.5897439, 0.5834422, 0.2794314
-0.6081667, -0.4483331, 0.470036
0.4394912, 0.2240249, 0.9008578
0.2127663, -0.4046365, 0.8618325
0.2559771, 0.5068235, 0.8157785
-0.8683126, -0.567981, 0.7156711
-0.8249261, -0.8951161, 0.1810361
0.7571633, 0.4085009, 0.8196595
-0.2697128, -0.5799682, 0.6964986
0.1592699, -0.4781419, 0.6592418
0.910547, 0.209699, 0.7297262
0.2735703, 0.5112004, 0.5615631
-0.7242703, 0.133962, 0.9719017
0.3144648, -0.8701539, 0.8100796
0.4866178, 0.3088309, 0.967471
-0.8057268, 0.4033637, 0.03351879
0.09282291, -0.5598605, 0.7503995
0.685009, 0.7901084, 0.008355021
0.9797773, 0.3871507, 0.5599685
-0.9057701, -0.5982978, 0.9533489
0.1479865, -0.2714156, 0.9559158
0.04181683, -0.2383662, 0.07523477
0.8721592, -0.04940403, 0.9367998
-0.2949737, -0.4283711, 0.7598368
0.08474433, -0.9372165, 0.2544039
-0.5612118, 0.2399045, 0.04115856
0.06303561, -0.1179391, 0.03836405
-0.1106659, 0.2400454, 0.4091851
0.5881655, 0.6700709, 0.8371842
0.7592103, -0.8053563, 0.6523266
0.987792, 0.1603516, 0.5493712
-0.6112986, 0.2167617, 0.6471304
-0.5214946, -0.9600151, 0.1219951
0.9286501, 0.7844951, 0.04811776
-0.1230615, 0.2251695, 0.5293975
0.8827465, 0.667408, 0.9974225
-0.7533994, -0.8053217, 0.2381014
0.1512541, 0.4190135, 0.421052
0.6563303, -0.8492944, 0.5454001
0.7571664, 0.3449597, 0.9282733
-0.1971899, -0.7417316, 0.6668463
-0.4179908, 0.06371033, 0.651713
0.001448989, -0.7504296, 0.1251115
0.4274707, 0.5055666, 0.0493629
-0.5014122, -0.6601546, 0.4894469
-0.1208903, -0.1871623, 0.3275688
0.6211169, -0.01432288, 0.8343288
-0.8850572, 0.905319, 0.5806959
-0.001505971, 0.5426583, 0.8927666
0.2190169, 0.8267512, 0.1811084
0.645611, -0.7834146, 0.6483884
-0.6038115, -0.5637317, 0.4384646
0.1694371, -0.2987584, 0.4707393
0.8880854, -0.1269003, 0.5007507
0.8673327, -0.5936651, 0.3841178
0.03904283, 0.7435648, 0.9775448
0.4113428, 0.1311852, 0.1885984
0.9002604, 0.4691484, 0.8018849
-0.2032167, 0.6020982, 0.1701676
0.3269381, 0.5422654, 0.6693569
-0.6819239, -0.00107944, 0.2558944
0.7458324, 0.1841952, 0.3310617
-0.8633032, -0.07811201, 0.9258716
-0.1778282, -0.1563424, 0.8076262
0.1583403, -0.1204048, 0.4069113
0.6146874, -0.298834, 0.9425583
0.9988103, -0.7166369, 0.496547
