id,x,y,value
1,0.181813975078371,-0.0590749415533615,0.86
2,0.00941584108994436,-0.0669971906021711,0.82
3,0.419204368885225,-0.242027755221352,0.36
4,-0.442876520517512,-0.152494615291826,0.4
5,-0.0526752808069027,0.247817712109386,0.22
6,0.450167095344658,0.364538126079878,0.18
7,-0.191170526633505,-3.5116296236844e-17,0.86
8,-0.0296582674964396,0.0608084597825365,0.82
9,-0.483392129188785,-0.0253335080136854,0.36
10,0.288372982874587,0.369100586380886,0.4
11,0.159440905827256,-0.196893121241451,0.22
12,-0.235604972893895,-0.529177433234394,0.18
13,-0.184656548900584,-0.0494785731550297,0.86
14,-0.0443860740328718,0.0510603372879885,0.82
15,-0.219756603087564,-0.43129661787378,0.36
16,-0.175463992920286,0.43428862212493,0.4
17,0.126677053608,-0.219411093002183,0.22
18,-0.315485873392919,-0.485805643016199,0.18
